,title,author,url,category,id
253,Vinaya Texts (Part I) (SBE13),T.W. Rhys Davids,https://sacred-texts.com/bud/sbe13/index.htm,Buddhism,sbe13
254,Vinaya Texts (Part II) (SBE17),T.W. Rhys Davids,https://sacred-texts.com/bud/sbe17/index.htm,Buddhism,sbe17
255,Vinaya Texts (Part III) (SBE20),T.W. Rhys Davids,https://sacred-texts.com/bud/sbe20/index.htm,Buddhism,sbe20
256,"The Questions of King Milinda, Part I (SBE35)",none provided,https://sacred-texts.com/bud/sbe35/index.htm,Buddhism,sbe35
257,"The Questions of King Milinda, Part II (SBE36)",none provided,https://sacred-texts.com/bud/sbe36/index.htm,Buddhism,sbe36
258,Dialogues of the Buddha,T.W. Rhys Davids,https://sacred-texts.com/bud/dob/index.htm,Buddhism,dob
259,Buddhism in Translations,Henry Clarke Warren,https://sacred-texts.com/bud/bits/index.htm,Buddhism,bits
260,The Udâna,Dawsonne Melanchthon Strong,https://sacred-texts.com/bud/udn/index.htm,Buddhism,udn
261,Psalms of the Sisters,Caroline A. F. Rhys Davids,https://sacred-texts.com/bud/pos/index.htm,Buddhism,pos
262,The Buddha’s Way of Virtue,W.D.C. Wagiswara,https://sacred-texts.com/bud/wov/index.htm,Buddhism,wov
263,"The Jataka, Vol. I",Robert Chalmers,https://sacred-texts.com/bud/j1/index.htm,Buddhism,j1
264,"The Jataka, Vol. II",W. H. D. Rouse,https://sacred-texts.com/bud/j2/index.htm,Buddhism,j2
265,"The Jataka, Vol. III",H.T. Francis,https://sacred-texts.com/bud/j3/index.htm,Buddhism,j3
266,"The Jataka, Vol. IV",W.H.D. Rouse,https://sacred-texts.com/bud/j4/index.htm,Buddhism,j4
267,"The Jataka, Vol. V",H.T. Francis,https://sacred-texts.com/bud/j5/index.htm,Buddhism,j5
268,"The Jataka, Vol. VI",E.B. Cowell,https://sacred-texts.com/bud/j6/index.htm,Buddhism,j6
269,Indian Fairy Tales,Joseph Jacobs,https://sacred-texts.com/hin/ift/index.htm,Buddhism,ift
270,Jataka Tales,Ellen C. Babbit,https://sacred-texts.com/bud/jt/index.htm,Buddhism,jt
271,Buddhist Scriptures,E. J. Thomas,https://sacred-texts.com/bud/busc/index.htm,Buddhism,busc
272,The Fo-Sho-Hing-Tsan-King (SBE19),Asvaghosha Bodhisattva,https://sacred-texts.com/bud/sbe19/index.htm,Buddhism,sbe19
273,Buddhist Mahâyâna Texts (SBE 49),E.B. Cowell,https://sacred-texts.com/bud/sbe49/index.htm,Buddhism,sbe49
274,Saddharma-pundarîka (The Lotus Sutra) (SBE 21),H. Kern,https://sacred-texts.com/bud/lotus/index.htm,Buddhism,lotus
275,She-rab Dong-bu (The Tree of Wisdom),W. L. Cambell,https://sacred-texts.com/bud/srdb/index.htm,Buddhism,srdb
276,Esoteric Teachings of the Tibetan Tantra,C.A. Musés,https://sacred-texts.com/bud/ettt/index.htm,Buddhism,ettt
277,Açvaghosha’s Discourse on the Awakening of Faith in the Mahâyâna,Teitaro Suzuki,https://sacred-texts.com/bud/taf/index.htm,Buddhism,taf
278,The Awakening of Faith of Ashvagosha,Timothy Richard,https://sacred-texts.com/bud/aof/index.htm,Buddhism,aof
279,The Path of Light,L.D. Barnett,https://sacred-texts.com/bud/tpol/index.htm,Buddhism,tpol
280,The Gateless Gate,Ekai,https://sacred-texts.com/bud/glg/index.htm,Buddhism,glg
281,Chinese Buddhism,Joseph Edkins,https://sacred-texts.com/bud/cbu/index.htm,Buddhism,cbu
282,Buddhism In Tibet,Emil Schlaginteweit,https://sacred-texts.com/bud/bit/index.htm,Buddhism,bit
283,The Religion of the Samurai,Kaiten Nukariya,https://sacred-texts.com/bud/rosa/index.htm,Buddhism,rosa
284,Shinran and His Work: Studies in Shinshu Theology,Arthur Lloyd,https://sacred-texts.com/bud/sahw/index.htm,Buddhism,sahw
285,The Creed of Half Japan,Arthur Lloyd,https://sacred-texts.com/bud/chj/index.htm,Buddhism,chj
286,Principal Teachings of the True Sect of Pure Land,Yejitsu Okusa,https://sacred-texts.com/bud/ptpl/index.htm,Buddhism,ptpl
287,Buddhist Psalms,S. Yamabe,https://sacred-texts.com/bud/bups/index.htm,Buddhism,bups
288,Manual of Zen Buddhism,Daisetz Teitaro Suzuki,https://sacred-texts.com/bud/mzb/index.htm,Buddhism,mzb
289,Zen for Americans,Soyen Shaku,https://sacred-texts.com/bud/zfa/index.htm,Buddhism,zfa
290,"Mysticism, Christian and Buddhist",Daisetz Teitaro Suzuki,https://sacred-texts.com/bud/mcb/index.htm,Buddhism,mcb
291,Gleanings In Buddha-Fields,Lafcadio Hearn,https://sacred-texts.com/bud/gbf/index.htm,Buddhism,gbf
292,The Nō Plays of Japan,Arthur Waley,https://sacred-texts.com/shi/npj/index.htm,Buddhism,npj
293,Buddhism and Immortality,William Sturgis Bigelow,https://sacred-texts.com/bud/bai/index.htm,Buddhism,bai
294,India in Primitive Christianity,Arthur Lillie,https://sacred-texts.com/bud/ipc/index.htm,Buddhism,ipc
295,The Way to Nirvana,L. de la Vallée Poussin,https://sacred-texts.com/bud/w2n/index.htm,Buddhism,w2n
296,The Book of Tea,Kakuzo Okakura,https://sacred-texts.com/bud/tea.htm,Buddhism,
297,The Ideals of the East,Kakuzo Okakura,https://sacred-texts.com/shi/ioe/index.htm,Buddhism,ioe
298,Journal Articles about Buddhism,none provided,https://sacred-texts.com/bud/etc/index.htm,Buddhism,etc
299,The Voyage of Bran,Meyer Kuno,https://sacred-texts.com/neu/celt/vob/index.htm,Celtic,celt/vob
300,The Second Battle of Mag Tuired (Cath Maige Tuired),none provided,https://sacred-texts.com/neu/cmt/cmteng.htm,Celtic,cmt/
301,The Cattle Raid of Cualnge,L. Winifred Faraday,https://sacred-texts.com/neu/celt/crc/index.htm,Celtic,celt/crc
302,The Cattle-Raid of Cooley (Táin Bó Cúailnge),none provided,https://sacred-texts.com/neu/cool/index.htm,Celtic,cool
303,The Destruction of Dá Derga’s Hostel,Whitely Stokes,https://sacred-texts.com/neu/dddh/dddh.htm,Celtic,ddd
304,Heroic Romances of Ireland (2 Vols.),A. H. Leahy,https://sacred-texts.com/neu/hroi/index.htm,Celtic,hroi
305,Cuchulain of Muirthemne,Augusta Gregory,https://sacred-texts.com/neu/celt/cuch/index.htm,Celtic,celt/cuch
306,Gods and Fighting Men,Augusta Gregory,https://sacred-texts.com/neu/celt/gafm/index.htm,Celtic,celt/gafm
307,A Book of Saints and Wonders,Augusta Gregory,https://sacred-texts.com/neu/celt/saw/index.htm,Celtic,celt/saw
308,Visions and Beliefs in the West of Ireland,Augusta Gregory,https://sacred-texts.com/neu/celt/vbwi/index.htm,Celtic,celt/vbwi
309,Fairy and Folk Tales of the Irish Peasantry,W. B. Yeats,https://sacred-texts.com/neu/yeats/fip/index.htm,Celtic,yeats/fip
310,The Celtic Twilight,W.B. Yeats,https://sacred-texts.com/neu/yeats/twi/index.htm,Celtic,yeats/twi
311,In The Seven Woods,W. B. Yeats,https://sacred-texts.com/neu/yeats/isw/index.htm,Celtic,yeats/isw
312,Later Poems,W. B. Yeats,https://sacred-texts.com/neu/yeats/lpy/index.htm,Celtic,yeats/lpy
313,Legends and Stories of Ireland,Samuel Lover,https://sacred-texts.com/neu/celt/lasi/index.htm,Celtic,celt/lasi
314,The Irish Sketch-book,William Makepeace Thackeray,https://sacred-texts.com/neu/celt/isb/index.htm,Celtic,celt/isb
315,The Ancient Irish Goddess of War,WM Hennessey,https://sacred-texts.com/neu/celt/aigw/index.htm,Celtic,celt/aigw
316,"Ancient Legends, Mystic Charms, and Superstitions of Ireland",Francesca Speranza Wilde,https://sacred-texts.com/neu/celt/ali/index.htm,Celtic,celt/ali
317,Myths and Folklore of Ireland,Jeremiah Curtin,https://sacred-texts.com/neu/celt/mfli/index.htm,Celtic,celt/mfli
318,Legendary Fictions of the Irish Celts,Patrick Kennedy,https://sacred-texts.com/neu/celt/lfic/index.htm,Celtic,celt/lfic
319,The Aran Islands,John M. Synge,https://sacred-texts.com/neu/celt/tai/index.htm,Celtic,celt/tai
320,Celtic Wonder Tales,Ella Young,https://sacred-texts.com/neu/celt/cwt/index.htm,Celtic,celt/cwt
321,Beside the Fire,Douglas Hyde,https://sacred-texts.com/neu/celt/btf/index.htm,Celtic,celt/btf
322,The Crock of Gold,James Stephens,https://sacred-texts.com/neu/celt/cog/index.htm,Celtic,celt/cog
323,In Wicklow and West Kerry,John M. Synge,https://sacred-texts.com/neu/celt/iwwk/index.htm,Celtic,celt/iwwk
324,Irish Witchcraft and Demonology,St. John D. Seymour,https://sacred-texts.com/pag/iwd/index.htm,Celtic,iwd
325,True Irish Ghost Stories,St. John D. Seymour,https://sacred-texts.com/neu/celt/tigs/index.htm,Celtic,celt/tigs
326,The King of Ireland’s Son,Padraic Colum,https://sacred-texts.com/neu/celt/kis/index.htm,Celtic,celt/kis
327,The Druid Path,Marah Ellis Ryan,https://sacred-texts.com/neu/celt/tdp/index.htm,Celtic,celt/tdp
328,The Candle of Vision,AE,https://sacred-texts.com/neu/celt/cov/index.htm,Celtic,celt/cov
329,Irish Fairy Tales,James Stephens,https://sacred-texts.com/neu/celt/ift/index.htm,Celtic,celt/ift
330,The Book of Kells,Edward Sullivan,https://sacred-texts.com/neu/celt/bok/index.htm,Celtic,celt/bok
331,The Mabinogion,Charlotte Guest,https://sacred-texts.com/neu/celt/mab/index.htm,Celtic,celt/mab
332,The Four Ancient Books of Wales,William F. Skene,https://sacred-texts.com/neu/celt/fab/index.htm,Celtic,celt/fab
333,Prolegomena to the Study of Old Welsh Poetry,Edward Anwyl,https://sacred-texts.com/neu/bard/pwp.htm,Celtic,ba
334,The Gododdin Poems,William F. Skene,https://sacred-texts.com/neu/bard/tgp.htm,Celtic,ba
335,British Goblins,Wirt Sikes,https://sacred-texts.com/neu/celt/wfl/index.htm,Celtic,celt/wfl
336,The Welsh Fairy Book,W. Jenkyn Thomas,https://sacred-texts.com/neu/celt/wfb/index.htm,Celtic,celt/wfb
337,Celtic Folklore: Welsh and Manx,John Rhys,https://sacred-texts.com/neu/cfwm/index.htm,Celtic,cfwm
338,"The Barddas, Vol. I",Iolo Morganwg,https://sacred-texts.com/neu/celt/bim1/index.htm,Celtic,celt/bim1
339,"The Barddas, Vol. II",Iolo Morganwg,https://sacred-texts.com/neu/celt/bim2/index.htm,Celtic,celt/bim2
340,"Carmina Gadelica, Vol. I",Alexander Carmicheal,https://sacred-texts.com/neu/celt/cg1/index.htm,Celtic,celt/cg1
341,"Carmina Gadelica, Vol. II",Alexander Carmicheal,https://sacred-texts.com/neu/celt/cg2/index.htm,Celtic,celt/cg2
342,"Popular Tales of the West Highlands, Vol. I",none provided,https://sacred-texts.com/neu/celt/pt1/index.htm,Celtic,celt/pt1
343,"Popular Tales of the West Highlands, Vol. II",none provided,https://sacred-texts.com/neu/celt/pt2/index.htm,Celtic,celt/pt2
344,"Popular Tales of the West Highlands, Vol. III",none provided,https://sacred-texts.com/neu/celt/pt3/index.htm,Celtic,celt/pt3
345,"Popular Tales of the West Highlands, Vol. IV",none provided,https://sacred-texts.com/neu/celt/pt4/index.htm,Celtic,celt/pt4
346,The Feuds of the Clans,Alexander MacGregor,https://sacred-texts.com/neu/celt/fotc/index.htm,Celtic,celt/fotc
347,The Celtic Dragon Myth,J. F. Campbell,https://sacred-texts.com/neu/celt/cdm/index.htm,Celtic,celt/cdm
348,The English and Scottish Popular Ballads,Francis James Child,https://sacred-texts.com/neu/eng/child/index.htm,Celtic,eng/child
349,The Poems of Ossian,James Macpherson,https://sacred-texts.com/neu/ossian/index.htm,Celtic,ossian
350,Scottish Fairy and Folk Tales,Sir George Douglas,https://sacred-texts.com/neu/celt/sfft/index.htm,Celtic,celt/sfft
351,Wonder Tales from Scottish Myth and Legend,Donald Alexander Mackenzie,https://sacred-texts.com/neu/celt/tsm/index.htm,Celtic,celt/tsm
352,Notes on the Folk-Lore of the North-East of Scotland,Walter Gregor,https://sacred-texts.com/neu/celt/nes/index.htm,Celtic,celt/nes
353,The Prophecies of the Brahan Seer,Alexander Mackenzie,https://sacred-texts.com/neu/celt/pbs/index.htm,Celtic,celt/pbs
354,Legends and Romances of Brittany,Lewis Spence,https://sacred-texts.com/neu/celt/lrb/index.htm,Celtic,celt/lrb
355,Folk Tales of Brittany,Elsie Masson,https://sacred-texts.com/neu/celt/ftb/index.htm,Celtic,celt/ftb
356,"Traditions and Hearthside Stories of West Cornwall, (Volume 1)",William Bottrell,https://sacred-texts.com/neu/celt/swc1/index.htm,Celtic,celt/swc1
357,"Traditions and Hearthside Stories of West Cornwall, (Volume 2)",William Bottrell,https://sacred-texts.com/neu/celt/swc2/index.htm,Celtic,celt/swc2
358,The Phynodderree and Other Legends of the Isle of Man,Edward Callow,https://sacred-texts.com/neu/celt/phy/index.htm,Celtic,celt/phy
359,The Folk-Lore of the Isle of Man,A.W. Moore,https://sacred-texts.com/neu/celt/fim/index.htm,Celtic,celt/fim
360,Traces of the Norse Mythology in the Isle of Man,P.M.C. Kermode,https://sacred-texts.com/neu/celt/tnm/index.htm,Celtic,celt/tnm
361,"The Secret Common-Wealth of Elves, Fauns and Fairies",Robert Kirk,https://sacred-texts.com/neu/celt/sce/index.htm,Celtic,celt/sce
362,Fairy Legends and Traditions,Thomas Crofton Croker,https://sacred-texts.com/neu/celt/flat/index.htm,Celtic,celt/flat
363,A Peep at the Pixies,Anna Eliza Bray,https://sacred-texts.com/neu/eng/ppx/index.htm,Celtic,eng/ppx
364,The Fairy Mythology,Thomas Keightley,https://sacred-texts.com/neu/celt/tfm/index.htm,Celtic,celt/tfm
365,British Goblins,Wirt Sikes,https://sacred-texts.com/neu/celt/wfl/index.htm,Celtic,celt/wfl
366,The Phynodderree and Other Legends of the Isle of Man,Edward Callow,https://sacred-texts.com/neu/celt/phy/index.htm,Celtic,celt/phy
367,Tales of the Dartmoor Pixies,William Crossing,https://sacred-texts.com/neu/eng/tdp/index.htm,Celtic,eng/tdp
368,The Science of Fairy Tales,Edwin Sidney Hartland,https://sacred-texts.com/neu/celt/sft/index.htm,Celtic,celt/sft
369,Tales of Fairies and of the Ghost World,Jeremiah Curtin,https://sacred-texts.com/neu/celt/tfgw/index.htm,Celtic,celt/tfgw
370,The Fairy-Faith in Celtic Countries,W.Y. Evans-Wentz,https://sacred-texts.com/neu/celt/ffcc/index.htm,Celtic,celt/ffcc
371,Fairies,Gertrude M. Faulding,https://sacred-texts.com/neu/celt/fau/index.htm,Celtic,celt/fau
372,The Coming of the Fairies,Arthur Conan Doyle,https://sacred-texts.com/neu/eng/cof/index.htm,Celtic,eng/cof
373,Survivals in Belief Among the Celts,George Henderson,https://sacred-texts.com/neu/celt/sbc/index.htm,Celtic,celt/sbc
374,Celtic Myth and Legend,Charles Squire,https://sacred-texts.com/neu/celt/cml/index.htm,Celtic,celt/cml
375,The Religion of the Ancient Celts,J. A. MacCulloch,https://sacred-texts.com/neu/celt/rac/index.htm,Celtic,celt/rac
376,Celtic Fairy Tales,Joseph Jacobs,https://sacred-texts.com/neu/celt/cft/index.htm,Celtic,celt/cft
377,More Celtic Fairy Tales,Joseph Jacobs,https://sacred-texts.com/neu/celt/mcft/index.htm,Celtic,celt/mcft
378,Myths and Legends of the Celtic Race,Thomas Rolleston,https://sacred-texts.com/neu/celt/mlcr/index.htm,Celtic,celt/mlcr
379,On the Study of Celtic Literature,Matthew Arnold,https://sacred-texts.com/neu/celt/scl/index.htm,Celtic,celt/scl
380,A Book of Folklore,Sabine Baring-Gould,https://sacred-texts.com/neu/celt/bof/index.htm,Celtic,celt/bof
381,"Tom Tit Tot, An Essay on Savage Philosophy in Folk-Tale",Edward Clodd,https://sacred-texts.com/neu/celt/ttt/index.htm,Celtic,celt/ttt
382,The Complete Sayings of Jesus,Arthur Hinds,https://sacred-texts.com/bib/csj/index.htm,Christianity,csj
383,Pistis Sophia,G.R.S. Mead,https://sacred-texts.com/chr/ps/index.htm,Christianity,ps
384,Corpus Hermeticum,G.R.S. Mead,https://sacred-texts.com/chr/herm/index.htm,Christianity,herm
385,"The Hymn of Jesus, Echoes from the Gnosis",G.R.S. Mead,https://sacred-texts.com/chr/gno/hoj.htm,Christianity,g
386,Gnostic John the Baptizer,G.R.S. Mead,https://sacred-texts.com/chr/gno/gjb/index.htm,Christianity,gno/gjb
387,The Book of Giants,none provided,https://sacred-texts.com/chr/giants/giants.htm,Christianity,giants/
388,Apocrypha Arabica,Margaret Dunlop Gibson,https://sacred-texts.com/chr/aa/index.htm,Christianity,aa
389,The Gospel of Thomas,none provided,https://sacred-texts.com/chr/thomas.htm,Christianity,
390,The Lord’s Prayer,none provided,https://sacred-texts.com/chr/lordpray.htm,Christianity,lo
391,Hail Mary (Ave Maria),none provided,https://sacred-texts.com/chr/hailmary.htm,Christianity,ha
392,The Apostles’ Creed,none provided,https://sacred-texts.com/chr/apocreed.htm,Christianity,ap
393,Nicene Creed,none provided,https://sacred-texts.com/chr/nicene.htm,Christianity,
394,The Athanasian Creed,none provided,https://sacred-texts.com/chr/athacree.htm,Christianity,at
395,The Confessions of Saint Augustine,St. Augustine,https://sacred-texts.com/chr/augconf/index.htm,Christianity,augconf
396,The Works of Dionysius the Areopagite,Dionysius the Areopagite,https://sacred-texts.com/chr/dio/index.htm,Christianity,dio
397,The Book of the Bee,E. A. Wallis Budge,https://sacred-texts.com/chr/bb/index.htm,Christianity,bb
398,The Book of the Cave of Treasures,E. A. Wallis Budge,https://sacred-texts.com/chr/bct/index.htm,Christianity,bct
399,The Kebra Nagast,E. A. Wallis Budge,https://sacred-texts.com/afr/kn/index.htm,Christianity,kn
400,Bede’s Ecclesiastical History of England,Bede,https://sacred-texts.com/chr/bede/index.htm,Christianity,bede
401,Works of St. Anselm,St. Anselm,https://sacred-texts.com/chr/ans/index.htm,Christianity,ans
402,The Love Letters of Abelard and Heloise,Israel Gollancz,https://sacred-texts.com/chr/aah/index.htm,Christianity,aah
403,The Story of My Misfortunes: The Autobiography of Peter Abelard,Henry Adams Bellows,https://sacred-texts.com/chr/hc/index.htm,Christianity,hc
404,The Writings of St. Francis of Assisi,Paschal Robinson,https://sacred-texts.com/chr/wosf/index.htm,Christianity,wosf
405,The Little Flowers of St. Francis,W. Heywood,https://sacred-texts.com/chr/lff/index.htm,Christianity,lff
406,Summa Theologica,Thomas Aquinas,https://sacred-texts.com/chr/aquinas/summa/index.htm,Christianity,aquinas/summa
407,The Adornment of the Spiritual Marriage,Jan van Ruysbroeck,https://sacred-texts.com/chr/asm/index.htm,Christianity,asm
408,The Divine Comedy,Dante Alighieri,https://sacred-texts.com/chr/dante/index.htm,Christianity,dante
409,The Cloud of Unknowing,Anonymous,https://sacred-texts.com/chr/cou/index.htm,Christianity,cou
410,Imitation of Christ,Thomas a Kempis,https://sacred-texts.com/chr/ioc/index.htm,Christianity,ioc
411,The Spiritual Exercises of St. Ignatius of Loyola,St. Ignatius of Loyola,https://sacred-texts.com/chr/seil/index.htm,Christianity,seil
412,Foxe’s Book of Martyrs,John Foxe,https://sacred-texts.com/chr/martyrs/index.htm,Christianity,martyrs
413,Synod of Dordrecht,none provided,https://sacred-texts.com/chr/syndort.htm,Christianity,s
414,Heidelberg Catechism,none provided,https://sacred-texts.com/chr/heidcat.htm,Christianity,h
415,The Second Helvetic Confession,none provided,https://sacred-texts.com/chr/2helvcnf.htm,Christianity,2h
416,Church Order,none provided,https://sacred-texts.com/chr/nethord.htm,Christianity,n
417,Liturgy of the Reformed Churches of the Netherlands,none provided,https://sacred-texts.com/chr/nethlit.htm,Christianity,n
418,Westminster Shorter Catechism,none provided,https://sacred-texts.com/chr/westcat1.htm,Christianity,we
419,The Westminster Confession of Faith,none provided,https://sacred-texts.com/chr/westconf.htm,Christianity,we
420,Westminster Larger Catechism,none provided,https://sacred-texts.com/chr/westcat2.htm,Christianity,we
421,The Works of Stephen Charnock,Stephen Charnock,https://sacred-texts.com/chr/charnock/index.htm,Christianity,charnock
422,"Paradise Lost, Paradise Regained",John Milton,https://sacred-texts.com/chr/milton/index.htm,Christianity,milton
423,Pilgrim’s Progress,John Bunyan,https://sacred-texts.com/chr/bunyan/index.htm,Christianity,bunyan
424,Bunyan,James Anthony Froude,https://sacred-texts.com/chr/froude/index.htm,Christianity,froude
425,Selections from The Cherubinic Wanderer,J. E. Crawford Flitch,https://sacred-texts.com/chr/sil/scw/index.htm,Christianity,sil/scw
426,Alexandrines: translated from the “Cherubinischer Wandersmann”,Julia Bilger,https://sacred-texts.com/chr/sil/alex/index.htm,Christianity,sil/alex
427,The Interior Castle,St. Teresa of Avila,https://sacred-texts.com/chr/tic/index.htm,Christianity,tic
428,Ordinary of the Mass,none provided,https://sacred-texts.com/chr/lmass/index.htm,Christianity,lmass
429,Unitarian Christianity,William Ellery Channing,https://sacred-texts.com/chr/channing.txt,Christianity,ch
430,New England Primer,none provided,https://sacred-texts.com/chr/nep/index.htm,Christianity,nep
431,Evidence from Scripture and History of the Second Coming of Christ,William Miller,https://sacred-texts.com/chr/esc/index.htm,Christianity,esc
432,The Dolorous Passion of Our Lord Jesus Christ,Anne Catherine Emmerich,https://sacred-texts.com/chr/pjc/index.htm,Christianity,pjc
433,The Great Controversy,Ellen G. White,https://sacred-texts.com/chr/gc/index.htm,Christianity,gc
434,Notes on the Book of the Revelation,John Nelson Darby,https://sacred-texts.com/chr/nbr/index.htm,Christianity,nbr
435,The Man of Sorrows,John Nelson Darby,https://sacred-texts.com/chr/mos/index.htm,Christianity,mos
436,Hymns of the Eastern Church,J. Neale,https://sacred-texts.com/chr/hec/index.htm,Christianity,hec
437,The Unknown Life of Jesus Christ,Nicolas Notovitch,https://sacred-texts.com/chr/uljc/index.htm,Christianity,uljc
438,The Baltimore (Catholic) Catechism,none provided,https://sacred-texts.com/chr/balt/index.htm,Christianity,balt
439,Lives of the Saints,Alban Butler,https://sacred-texts.com/chr/lots/index.htm,Christianity,lots
440,The Didache,Charles H. Hoole,https://sacred-texts.com/chr/did/index.htm,Christianity,did
441,Jesus An Essene,Edward Planta Nesbit,https://sacred-texts.com/chr/jae/index.htm,Christianity,jae
442,The Doctrine of the Last Things,W.O.E. Oesterley,https://sacred-texts.com/chr/dlt/index.htm,Christianity,dlt
443,The Seeming Unreality of the Spiritual Life,Henry Churchill King,https://sacred-texts.com/chr/sus/index.htm,Christianity,sus
444,"Jesus, the Last Great Initiate",Edouard Schuré,https://sacred-texts.com/eso/jlgi/index.htm,Christianity,jlgi
445,Folk-lore of the Holy Land,J. E. Hanauer,https://sacred-texts.com/asia/flhl/index.htm,Christianity,/flhl
446,Science and Health with Key to the Scriptures,Mary Baker Eddy,https://sacred-texts.com/chr/sah/index.htm,Christianity,sah
447,John Wesley’s Place in History,Woodrow Wilson,https://sacred-texts.com/chr/wesplc.htm,Christianity,
448,The Book of Revelation,Clarence Larkin,https://sacred-texts.com/chr/tbr/index.htm,Christianity,tbr
449,The Aquarian Gospel of Jesus the Christ,Levi H. Dowling,https://sacred-texts.com/chr/agjc/index.htm,Christianity,agjc
450,The Gist of Swedenborg,Julian K. Smyth,https://sacred-texts.com/chr/swe/gos.htm,Christianity,s
451,The Political Aspects of S. Augustine’s ‘City of God’,John Neville Figgis,https://sacred-texts.com/chr/pasa/index.htm,Christianity,pasa
452,Human Nature in the Bible,William Lyon Phelps,https://sacred-texts.com/chr/hnb/index.htm,Christianity,hnb
453,Pageant of the Popes,John Farrow,https://sacred-texts.com/chr/ptp/index.htm,Christianity,ptp
454,The Trial of Christ,David K. Breed,https://sacred-texts.com/chr/toc/index.htm,Christianity,toc
455,The Theological Declaration of Barmen,none provided,https://sacred-texts.com/chr/barmen.htm,Christianity,
456,The (Episcopal) Book of Common Prayer,none provided,https://sacred-texts.com/chr/bcp.txt,Christianity,
457,The Iliad of Homer,Samuel Butler,https://sacred-texts.com/cla/homer/ili/index.htm,Classics,homer/ili
458,The Odyssey of Homer,Samuel Butler,https://sacred-texts.com/cla/homer/ody/index.htm,Classics,homer/ody
459,The Homeric Hymn to Demeter,none provided,https://sacred-texts.com/cla/demeter.htm,Classics,d
460,The Iliad and Odyssey of Homer in Greek,none provided,https://sacred-texts.com/cla/homer/greek/index.htm,Classics,homer/greek
461,The Authoress of the Odyssey,Samuel Butler,https://sacred-texts.com/cla/aoto/index.htm,Classics,aoto
462,Hesiod’s Theogony,none provided,https://sacred-texts.com/cla/hesiod/theogony.htm,Classics,hesiod/th
463,Works and Days,none provided,https://sacred-texts.com/cla/hesiod/works.htm,Classics,hesiod
464,The Hymns of Orpheus,Thomas Taylor,https://sacred-texts.com/cla/hoo/index.htm,Classics,hoo
465,Ancilla to the Pre-Socratic Philosophers,Kathleen Freeman,https://sacred-texts.com/cla/app/index.htm,Classics,app
466,The Poems of Sappho,Edwin Marion Cox,https://sacred-texts.com/cla/sappho/index.htm,Classics,sappho
467,The Poems of Sappho (Unicode),Edwin Marion Cox,https://sacred-texts.com/cla/usappho/index.htm,Classics,usappho
468,The Songs of Bilitis,Pierre Louÿs,https://sacred-texts.com/cla/sob/index.htm,Classics,sob
469,Aphrodite (Ancient Manners),Pierre Louÿs,https://sacred-texts.com/cla/aph/index.htm,Classics,aph
470,The History of Herodotus,G. C. Macaulay,https://sacred-texts.com/cla/hh/index.htm,Classics,hh
471,The Fables of Aesop,Aesop,https://sacred-texts.com/cla/aesop/index.htm,Classics,aesop
472,The Argonautica,R.C. Seaton,https://sacred-texts.com/cla/argo/index.htm,Classics,argo
473,The Golden Verses of Pythagoras,Florence M. Firth,https://sacred-texts.com/cla/gvp/index.htm,Classics,gvp
474,The Golden Verses of Pythagoras,Fabre d’Olivet,https://sacred-texts.com/cla/ogv/index.htm,Classics,ogv
475,Pythagoras and the Delphic Mysteries,Edouard Schuré,https://sacred-texts.com/cla/pdm/index.htm,Classics,pdm
476,Apollonius of Tyana,George Robert Stowe Mead,https://sacred-texts.com/cla/aot/aot/index.htm,Classics,aot/aot
477,The Life of Apollonius of Tyana,Philostrates,https://sacred-texts.com/cla/aot/laot/index.htm,Classics,aot/laot
478,Plutarch’s Morals: Theosophical Essays,Charles William King,https://sacred-texts.com/cla/plu/pte/index.htm,Classics,plu/pte
479,The Roman and Greek Questions,Plutarch,https://sacred-texts.com/cla/plu/rgq/index.htm,Classics,plu/rgq
480,,Arrian,https://sacred-texts.com/cla/index.htm#,Classics,
481,A True Story,A.M. Harmon,https://sacred-texts.com/cla/luc/true/index.htm,Classics,luc/true
482,The Syrian Goddess,Herbert A. Strong,https://sacred-texts.com/cla/luc/tsg/index.htm,Classics,luc/tsg
483,Fragments that Remain of the Lost Writings of Proclus,Proclus,https://sacred-texts.com/cla/flwp/index.htm,Classics,flwp
484,The Aeneid,John Dryden,https://sacred-texts.com/cla/virgil/aen/index.htm,Classics,virgil/aen
485,The Eclogues,J.W. MacKail,https://sacred-texts.com/cla/virgil/ecl/index.htm,Classics,virgil/ecl
486,The Georgics,J.W. MacKail,https://sacred-texts.com/cla/virgil/geo/index.htm,Classics,virgil/geo
487,The Golden Asse,Apuleius,https://sacred-texts.com/cla/ga/index.htm,Classics,ga
488,The Most Pleasant and Delectable Tale of The Marriage of Cupid and Psyche,Apuleius,https://sacred-texts.com/cla/cap/index.htm,Classics,cap
489,The Enneads of Plotinus,Plotinus,https://sacred-texts.com/cla/plotenn/index.htm,Classics,plotenn
490,Works of Julius Caesar,Julius Caesar,https://sacred-texts.com/cla/jcsr/index.htm,Classics,jcsr
491,Meditations,Marcus Aurelius Antoninus,https://sacred-texts.com/cla/aurelmed.htm,Classics,au
492,On The Nature Of Things,Titus Lucretius Carus,https://sacred-texts.com/cla/dererum.htm,Classics,d
493,The Satyricon of Petronius,Gaius Petronius,https://sacred-texts.com/cla/petro/satyr/index.htm,Classics,petro/satyr
